url,price,currency,address,rooms,area_total,area_living,area_kitchen,floor,total_floors,build_year,construction_tech,heating_type,lat,lon,district,commission,description
https://lun.ua/realty/4683591684,17000,UAH,"вулиця Антоновича, 156",1,34,-,9,14,14,1986,цегляна технологія,централізоване опалення,50.41731382690636,30.51966589209245,156,,"Квартира з 1 кімнатою. Планування не вказано. Стан ремонту не вказано, але зазначено, що меблі доставлять в рахунок орендної плати. Меблі доставлять в рахунок орендної плати. Тип будинку: Житловий фонд 2001-2010-і."
https://lun.ua/realty/4685211782,30000,UAH,"вулиця Олександра Олеся, 17",1,45,20,10,14,25,2023,блочна технологія,централізоване опалення,50.501953125,30.413177490234375,ЖК Варшавський-3,,"✨ Стильна квартира з дизайнерським ремонтом у ЖК Варшавський 3 ✨ Абсолютно нова квартира з дизайнерським ремонтом у трендових теплих кольорах, продуманим плануванням та якісним наповненням. 🔹 Окрема затишна спальня з великою шафою та робочою зоною біля вікна 🔹 Простора кухня-вітальня з комфортною зоною відпочинку 🔹 Суміжний санвузол з теплою підлогою та теплою стіною для сушіння рушників 🔹 Місткий передпокій із великою шафою В квартирі встановлені меблі за індивідуальним проєктом, багато місць для зберігання, якісна кухня та сучасна техніка: ✅ Варильна поверхня ✅ Духова шафа ✅ Мікрохвильова піч ✅ Посудомийна машина ✅ Холодильник ✅ Прально-сушильна машина Whirlpool ✅ Бойлер ✅ Кондиціонер ✅ Фільтр зворотного осмосу ✅ Відеодомофон 🛏 Двоспальне ліжко з підйомним механізмом та ортопедичним матрацом 🛋 Великий розкладний диван На підлозі — кварцвініл, укладений ялинкою. ⚡ Будинок оснащений резервним живленням для опалення, ліфтів, освітлення місць загального користування та водопостачання. 🌳 Закрита територія під охороною, красивий ландшафтний дизайн, прогулянкові алеї, спортивні та дитячі майданчики. 📍 Поруч магазини, кафе, салони краси, фітнес-клуби, дитячі садочки та ТРЦ Retroville. 🎥 Є відеоогляд квартири."
https://lun.ua/realty/4688584667,16000,UAH,"вулиця Андрія Малишка, 25",2,45,-,7,8,16,1973,утеплена панель,централізоване опалення,50.461201808209275,30.623682875898986,Дніпровський,,"Квартира має роздільне планування кімнат. Стан ремонту хороший, квартира повністю мебльована та обладнана всім необхідним для комфортного проживання. В квартирі встановлено бойлер для гарячої води, газова плита та духовка. Також є кондиціонер. Квартира повністю мебльована та оснащена необхідною побутовою технікою, включаючи пральну машину, холодильник, мікрохвильову піч та газову плиту з духовкою. Оренда квартири можлива без домашніх улюбленців. Деталі щодо умов оплати та терміну оренди не вказані. Квартира розташована в районі з чудовою транспортною розвязкою, до метро Чернігівська 600 метрів. Поруч знаходяться парки Перемоги та Кіото, що забезпечує розвинену інфраструктуру."
https://lun.ua/realty/4600309127,28000,UAH,"вулиця Всеволода Змієнка, 34/21",1,44,19,18,22,25,2023,блочна технологія,автономне опалення,50.50230026245117,30.411405563354492,ЖК Варшавський-3,,"Перша здача! Видова 1-кімнатна квартира 43 м² у ЖК «Варшавський 3» біля ТЦ Retroville Здається в оренду сучасна та дуже затишна квартира площею 43 м² у новому житловому комплексі «Варшавський 3» по вулиці Всеволода Змієнка, навпроти ТРЦ Retroville. Квартира розташована на 22 поверсі, має гарний видовий панорамний вид. Квартира після ремонту, світла, тепла та продумана до деталей. Інтер’єр створений для комфортного життя: багато місця для зберігання, полиць для декору та особистих речей, а також окреме робоче місце у спальні. Переваги квартири • дуже тепла та енергоефективна • автономне опалення • у будинку є генератор, який забезпечує роботу: опалення, ліфтів, освітлення та опалення в місцях загального користування Квартира оснащена якісною вбудованою технікою: • пральна машина • сушильна машина • бойлер • рушникосушка • холодильник • мікрохвильова піч • індукційна плита • витяжка • Wi-Fi роутер (підключений інтернет оптоволокно) • 2 кондиціонери • телевізор"
https://lun.ua/realty/4689517550,20000,UAH,"вулиця Академіка Заболотного, 15-Г",1,41,-,13,17,25,2023,блочна технологія,централізоване опалення,50.358186625201576,30.477642385225522,вулиця Академіка Заболотного,,"Пропонується в оренду однокімнатна квартира з євроремонтом. Планування квартири передбачає окремі кімнати. Квартира має лічильники на тепло та власну котельню на даху. Забезпечено централізоване опалення та централізоване водопостачання. Є генератор для забезпечення безперебійного живлення. Квартира повністю мебльована та обладнана побутовою технікою, включаючи витяжку, варильну поверхню, духову шафу, мікрохвильову піч, холодильник, електрочайник, пилосос, телевізор, кондиціонер, пральну машину та бойлер. Також доступний швидкісний інтернет, Wi-Fi, кабельне/цифрове ТБ. Новий монолітно-каркасний будинок, утеплений мінеральною ватою. Територія комплексу закрита, під охороною та відеоспостереженням. На території ЖК розташована велика паркова зона (5 га) з дитячими майданчиками та зонами відпочинку. Розвинена інфраструктура комплексу включає магазини, кавярні, піцерію, салон краси та зоомагазин. Зручне транспортне сполучення, до метро Теремки - 20 хвилин, до ВДНГ - 25 хвилин. Поруч знаходиться Голосіївський ліс. Квартира розташована в ЖК Теремки, з виходом до Голосіївського лісу та великою парковою зоною. Є кондиціонер та бойлер."
https://lun.ua/realty/4609717010,20000,UAH,"вулиця Євгена Сверстюка, 6-А",1,45,-,12,14,26,2019,монолітно-каркасна,централізоване опалення,50.44590692400362,30.603714992539647,Дніпровський,,"Квартира в сучасному стилі, з високоякісним ремонтом. Планування роздільне. Будинок обладнаний відеонаглядом. В квартирі є кондиціонер, вбудована кухня з варильною поверхнею, духовою шафою, посудомийною машиною, керамогранітною мийкою, холодильником. Також є телевізор на кухні. Опалення центральне, гаряча вода централізована. Вбудована кухня з фурнітурою BLUM, варильна поверхня, духова шафа TEKA, посудомийна машинка ROSIERES, керамогранітна мийка, кондиціонер CARRIER, холодильник SAMSUNG, на кухні TV SAMSUNG. Двоспальне ліжко з масиву дерева з буковими ламелями. В коридорі вмістка стильна шафа в американському стилі, корпус EGGER. Балкон засклений, утеплений, з вбудованою шафою. Для однієї особи або сімейної пари. ЖК Галактика. Будинок обладнаний відеонаглядом, у парадному завжди чергує охорона, доступ до будинку за допомогою чіпів, є гостьовий та закритий паркінг. В ЖК є «Новус», «Сушія», багато студій здоров’я та краси, ресторани, кафе, барбершопи, продуктові крамниці, аптеки, кав’ярні, поштомати, тренажери, тенісний корт, футбольне та волейбольне поля, зони відпочинку. М. Лівобережна 10 хв пішки. Балкон засклений, утеплений, з вбудованою шафою."
https://lun.ua/realty/4637568945,10000,UAH,,2,56,-,10,9,15,,панельна технологія,централізоване опалення,,,Київська область,,"Квартира має роздільне планування та роздільний санвузол. Ремонт у житловому стані, що означає, що квартира придатна для проживання. Опалення централізоване. Водопостачання забезпечується центральним водопроводом та власною свердловиною у дворі. Електрика, центральна каналізація, вивіз відходів та асфальтована дорога також присутні. Автономність при блекауті забезпечується роботою ліфта, опалення, інтернету та водопостачання. Квартира мебльована та оснащена побутовою технікою, включаючи електрочайник, холодильник, праску, плиту, пилосос та пральну машину. Також є меблі на кухні. Квартира здається довгостроково. Можлива оренда для іноземців та студентів. Дозволено проживання з котиком та маленьким песиком (до 10 кг). Будинок житлового фонду 1991-2000-х років. Є вантажний ліфт, господарське приміщення, комора та паркувальне місце. Розташована у зручному місці поруч з зупинками громадського транспорту, безліччю супермаркетів та ринків. Квартира має великий балкон та лоджію, металопластикові вікна, броньовані двері. Є ванна, тераса та гардероб. Також доступний швидкісний інтернет."
https://lun.ua/realty/4656964124,11000,UAH,"бульвар Леоніда Бикова, 6",1,41,19,10,4,10,1989,цегляна технологія,централізоване опалення,50.51805877685547,30.623855590820312,бульвар Леоніда Бикова,,"Здам простору 1-кімнатну квартиру, в хорошому стані, з ремонтом, є газ, гарне планування, 41/19/10, 4/10 поверх. Кондиціонер. Склопакети, ламінат, гарнітурі меблі, кухонний гарнітур, вся побутова техніка, балкон засклений, санвузол роздільний, кладовка. Розвинена інфраструктура, зручна транспортна розв’язка, рядом Спортлайф. Оперативний прогляд."
https://lun.ua/realty/4633060055,8000,UAH,"Севастопольська вулиця, 19",1,42,-,8,16,16,1984,панельна технологія,централізоване опалення,50.423734657927284,30.66021538351447,Нова Дарниця,,"Квартира має роздільне планування та косметичний ремонт. Санвузол роздільний. Є засклена лоджія з виходом з кухні. Система опалення централізована. В квартирі встановлені нові радіатори тепла. Є електрика, центральна каналізація та асфальтована дорога. Каналізація септик. Квартира здається з меблями та побутовою технікою. Є двоспальне ліжко з матрацом, письмовий стіл з офісним кріслом, розкладне крісло, меблева кухня, телевізор, пральна машина, електрична плита з духовою шафою, витяжка та холодильник. Довгострокова оренда. Оплата за перший місяць + завдаткова сума + 50%% оплата послуг агента. Дозволено домашніх улюбленців: котика та маленького песика (до 10 кг). Будинок житлового фонду 91-2000-х років. У підїзді чисто, встановлено 2 нові ліфти, є вантажний ліфт. Доступний гостьовий паркінг. В пішій доступності розташовані дитячий майданчик, продуктовий магазин, АТБ, кавярні, зупинки транспорту та парк Партизанської слави. Світла, просторна та затишна квартира з гардеробною кімнатою. Вікна металопластикові. Є балкон та лоджія. Мультимедіа включає кабельне/цифрове ТБ, швидкісний інтернет, телевізор та Wi-Fi."
https://lun.ua/realty/4692744462,14500,UAH,"Яблунева вулиця, 11",1,40,16,15,10,10,2019,цегляна технологія,автономне опалення,50.40106964111328,30.395275115966797,,Комісія –50%,"Здається в оренду 1-кімнатна квартира вул. Яблунева 11. Загальна площа 40м2. Розташована на 10 поверсі 10 поверхового будинку. Квартира ідеальна для комфортного проживання. Укомплектована якісними меблями та технікою. Індивідуальне опалення. Сімейний, доглянутий, чистий район. Комплекс з гарним ландшафтом та розвиненою інфраструктурою. Поряд Сільпо, АТБ, Фора. До метро Житомирська, Теремки – 20 хвилин. Квартира готова до перегляду та заселення. Ціна – 14500грн. Комісія –50%."
https://lun.ua/realty/4620537456,13000,UAH,"Зелена вулиця, 12",1,40,-,15,4,10,2019,цегляна технологія,індивідуальне опалення,50.4035065269908,30.347378072365377,,Комісія – 50%,"Квартира має 1 кімнату та євроремонт. Санвузол суміжний. Квартира укомплектована якісними меблями та технікою. Квартира має індивідуальне газове опалення. Комунікації: газ. Квартира укомплектована якісними меблями. Побутова техніка включає: холодильник, варильну панель, духову шафу, пральну машину. Також є меблі на кухні. Комісія – 50%%. Домашні улюбленці: Ні. Квартира готова до заселення. Житловий комплекс має закриту територію, сімейний доглянутий район. На території розташовані дитячі садки, кафе, ресторани, безліч магазинів, спортивні майданчики та супермаркети. Комфорт: відеоспостереження, балкон, лоджія, ванна, ліфт, охорона території. До станцій метро Академмістечко та Теремки можна дістатися за 30 хвилин. Квартира має балкон та лоджію. Wi-Fi доступний."
https://lun.ua/realty/4430546718,600,EUR,"Дегтярівська вулиця, 25а к1",1,44,30,14,13,23,,,централізоване опалення,50.46063995361328,30.45560073852539,ЖК Космополітен,,"Пропоную для оренди квартиру ЖК «Космополітен» в Шевченківському районі Києва, вул. Дегтярівська, 25А корпус 1. Комфортна площа квартири 44 м² дозволило чудово організувати кілька функціональних зон: передпокій, кухню-студію з обіднім столом , окрему простору спальню, гардероб/кладова ну і звісно санвузол з ванною. Шафа у передпокої має достатньо місця для зберігання всіх необхідних речей і у ній вбудовано пральну машину. Компактний дизайнерський диван-трансформер можна скласти як спальне місце, а обідній стіл буде служити для Вас ідеальним місцем для смачних сніданків чи просто посидіти як за чашечкою кави/чаю або навіть за роботою чи навчанням. Санвузол вмістив ванну, умивальник з величезним дзеркалом для поціновувачів розкішних ранкових ритуалів. Продуманий дизайнерський інтерєр квартири буде служити для Вас ідеальним місцем для проживання та відпочинку. Квартира мега комфортна, оскільки власник робив дизайн, щоб мати в першу чергу зручне житло і встановив техніку та меблі топових виробників, тому для довгострокової оренди Вам буде затишно і приємно усім користуватися. Даю перелік усього, що представлено в квартирі для користування: # Двоспальне ліжко з комфортним матрацом # Мякий диван-трансформер Техніка: # Варильна поверхня # Витяжка # Духовка # Пральна машина # Праска + прасувальна дошка # Посудомийна машина # Холодильник і в ньому вже охолоджується для Вас ігриста CAVA ;) # Телевізор # Кондиціонери # Пилосос Квартира готова для переглядів та заселення. Буду рада зустрітися, щоб познайомити Вас із комплексом, квартирою, інфраструктурою та відповісти на додаткові запитання. До зустрічі!"
https://lun.ua/realty/4663235311,23000,UAH,"Новонаводницька вулиця, 8",1,31,22,5,3,5,1962,цегляна технологія,централізоване опалення,50.43680191040039,30.55270004272461,Печерський,,"Квартира знаходиться в дуже приємній локації, поруч чудовий Парк вічної слави, Печерська Лавра, метро Арсенальна 15 хвилин пішки. Поруч з будинком ресторан Черноморка. В квартирі зроблений якісний ремонт, уся необхідна техніка та мебель присутня. Планування студія. 3й поверх, чудовий вид з вікон на парк. Тихий спокійний двір, гарні сусіди. Ціна 23000. +залог і комунальні"
https://lun.ua/realty/4692229543,30000,UAH,"вулиця Драгоманова, 31-А",2,50,30,10,16,16,2023,цегляна технологія,централізоване опалення,50.40103530883789,30.63871955871582,вулиця Драгоманова,,"Уникальная квартира в современном ЖК «Драгоманова 31». Кухня-гостиная и спальня отдельно с потолками 4,5м. и видом на озеро! Есть ГЕНЕРАТОР на лифт, воду, отопление. Весь комплект качественной мебели и техники: кондиционер(2), смарт телевизор, посудомоечная машина, духовка, микроволновка, стиральная машина, сушильная машина, бойлер. Подогрев пола в санузле. Небольшая терраса с видом на озеро. Счетчики на все! Развитая инфраструктура: супермаркет, кофейни, рестораны, ТРЦ « Пирамида», спортзал. Метро «Позняки» 7 мин пешим ходом. Цена-30000грн."
https://lun.ua/realty/4659068449,1500,USD,"вулиця Джона Маккейна, 1-Б",2,50,21,10,9,24,2019,монолітно-каркасна,централізоване опалення,50.41466522216797,30.5264835357666,Нова забудова,без комісії,"Здам у довгострокову оренду 2-кімнатну квартиру в ЖК «Французький квартал 2», вул. Маккейна, 1-Б. Площа 50 кв. м, 9-й поверх із 24. Раціональне планування: простора кухня-вітальня, просторий відкритий балкон, окрема спальня з гардеробною, санвузол з ванною, у передпокої окрема гардеробна. Авторський ремонт, виконаний з використанням якісних сучасних матеріалів, укомплектована меблями та побутовою технікою. У будинку є генератор, підземний паркінг, закритий зелений дворик для мешканців будинку. Атмосферний житловий комплекс з власною добре сформованою інфраструктурою, упорядкована територія, магазини, кафе, салони краси, медичний центр. У 3 хвилинах від метро. Один з найкращих комплексів столиці."
https://lun.ua/realty/4687756138,10500,UAH,"вулиця Миколи Кибальчича, 15-А",1,34,20,9,2,16,1980,утеплена панель,централізоване опалення,50.49329376220703,30.60093116760254,Дніпровський,Комісія 50%,"Здам світлу, простору квартиру за адресою: Воскресенка, вул. Кибальчича, 15-А. Косметичний ремонт. Велике двоспальне ліжко, вся необхідна побутова техніка: холодильник, плита, пральна машина. Засклений балкон. ! Розглянемо з дітками та з домашніми улюбленцями ! 10500 + оплата за останній місяць. Комісія 50%"
https://lun.ua/realty/3823975278,12000,UAH,"вулиця Рональда Рейгана, 38",2,60,-,10,6,10,1995,цегляна технологія,централізоване опалення,50.5141446,30.5968289,вулиця Рональда Рейгана,без комісії,"2 х кімнатна квартира на Троещині, вул,Р.Рейгана,38. 6 поверх, 2 балкони, один засклений. Мебльована, 2х спальне ліжко в спальні і диван розкладний в гостинний. Є телевізор, пилесос, кондиціонер, пральна машина, електрочайнік, холодильник. Пліта панельна, духова піч, холодильник."
https://lun.ua/realty/4662970708,22000,UAH,"Феодосійська вулиця, 2-Л",1,32,16,12,3,25,2015,монолітно-каркасна,централізоване опалення,50.40206527709961,30.53270149230957,2-Л,,"Здається з 16.06, перегляди можливі Голосеевский, метро Демиевская 10 мин пешком, район фабрики Рошен/Автовокзал, Новострой 2017 г, 1-комн квартира, ул. Феодосийская, 2Л – 22000 грн + к/у 32/16/12, 3/25, новый современный ремонт и мебель в стиле Неоклассика (2018 г), 2-камерные стеклопакеты, панорамные окна, без балкона, декоративные потолки с точечной подсветкой, стены окрашены в пастельные тона, на полу ламинат/кафель, новая сантехника, радиаторы, мебель и быттехника, счетчики; санузел совмещен, ванная, входная бронедверь. Мебель: спальный гарнитур цвет слоновая кость (шкаф 6-створч, кровать 2-спальная + матрас, тумба прикроватная, столик письменный) Кухня встроенная, стол обеденный, стулья-2, кухонный уголок/раскладной 1.5 спальный, мебель в прихожей. Техника: телевизор-LCD LED, холодильник 2-камерный металлик Indesit, духовой шкаф+ варочная поверхность Zanussi, СВЧ-печь Samsung, вытяжка, стиральная машинка-автомат Bosch, бойлер, утюг (с гладильной доской). Отличная транспортная развязка и инфраструктура, рядом находятся остановки транспорта, метро, скверы для отдыха, супермаркеты, магазины, рестораны, кафе, банк, аптека, бизнес-центры, ТРЦ Оушн-Плаза (Ocean-Plaza), Ашан, Демеевский рынок, фабрика Рошен, Центральный Автовокзал Сдается на долгосрочно порядочным платежеспособным для 1-2 человек без домашних животных"
https://lun.ua/realty/4684195270,,,,,,,,,,,,,,,,,
https://lun.ua/realty/4603606750,40000,UAH,"Оболонський проспект, 26",2,40,12,16,15,27,2020,монолітно-каркасна,індивідуальне опалення,50.512882232666016,30.500093460083008,Оболонський,,"2к,ЖК ""Obolon Residences"", Оболонський пр.26, секція 2. Вікна виходять у двір. 40 м2, 15/27 пов.,генератор. Квартира з ремонтом рівня преміум-класу, укомплектована пральною машиною, посудомийною машиною, 2 кондиціонери, 2 телевізори, холодильник, мікрохвильова піч, духова шафа, бойлер та оснащена меблями. Підлога з підігрівом, встановлений фільтр на воду. Є балкон. На квартиру встановлено теплолічильник, дуже теплий будинок. Житловий комплекс ""Obolon Residences"" – унікальний житловий проект. Бонусами проживання в комплексі є безкоштовне користування цілодобовою консьєрж-сервісом, лаунж-терасою з джакузі на даху, тренажерний зал з новітніми тренажерами останнього покоління, дитяча кімната, конференц-зал, переговорна, своя територія з баскетбольною. Відеоспостереження, закрита територія, вхід, ліфти – за персональними картками – все це забезпечує повну безпеку та комфорт проживання у комплексі. У будинку встановлені генератори, є вода, опалення та інтернет за відсутності світла. Інфраструктура: ТРЦ Dream Town 1-2, салони краси, ресторани, кав’ярні, Оболонська набережна до 10 хвилини пішки, метро Мінська -2 хвилини."
https://lun.ua/realty/4693656094,9000,UAH,"Вітянська вулиця, 2-В",1,30,12,6,19,19,2021,блочна технологія,централізоване опалення,50.3898811340332,30.381929397583008,,,
https://lun.ua/realty/4639510968,800,USD,"Преображенська вулиця, 8-Б",4,128.6,59.5,14.8,4,24,2014,монолітно-каркасна,централізоване опалення,50.4243278503418,30.472423553466797,Преображенська вулиця,Комісія за послуги —50%,"Пропонується в оренду 4-х кімнатна квартира в охайному, тихому будинку з відмінним ОСББ за адресою: вул. Преображенська 8Б. Квартира розташована на 4-му поверсі 24-поверхового будинку. Поряд парки, дитячи садочки, ліцеї та школи гімназії. Зручна транспортна розвʼязка до будь якої частини міста. Квартира загальною площею 128, 5 м2 (3 роздільні кімнати та кухня студія) В квартирі встановлено кондиціонери в кожній кімнаті, підігрів підлоги в коридорі, кухні, вітальні та дитячій. 2 повноцінні роздільні сан вузли, побутова техніка, посудомийна машина, комора для господарський речей, засклений балкон з підігрівом підлоги. Чудово підходить для великої родини. На все встановлені лічильники, невелика плата утримання будинку. Кухня багатофункціональна, фурнітура блюм. Встановлений ABP для підключення акумуляторних батарей (автоматичний перехід на живлення міста та заряджання батарей) Телефонуйте-організуємо перегляд у зручний для вас час. Працюючи з нами, ви отримуєте перевірене житло та повний супровід угоди. Комісія за послуги —50% після підписання договору оренди."
https://lun.ua/realty/4692679955,30500,UAH,"вулиця Вʼячеслава Чорновола, 25",3,125,80,40,17,19,2005,монолітно-каркасна,централізоване опалення,50.45299530029297,30.485301971435547,Шевченківський,Комісійні послуги 50%,"Актуально! Можливі перегляди! Генератор на ліфт, воду та опалення! Простора студіо, спальня з балконом, дитяча кімната, 2 сан вузли. Дуже раціональне планування: гостьова зона при вході, окрема зона спалень. Студіо, де кухня може відокремлюватися за рахунок зсувної двері. Окреме побутове приміщення для прання, великий засклений балкон. Усі вікна спалень виходять у тихий двір. Ремонт виконаний з високоякісних матеріалів: деревʼяні паркет та столярка, кухня виробництва Італії, кондиціонери всюди, новий холодильник. Стан ремонту - гарний, квартира повністю готова до проживання. Лічильники на воду та тепло, двозонний електролічильник. Оплата при підписанні договору перший місяць оренди та страхова сума власнику. Комісійні послуги 50% від суми оренди. Мобільно відповім в Viber або телеграм за вказаним номером"
https://lun.ua/realty/4637112876,700,USD,вулиця Вʼячеслава Чорновола,2,60,-,30,14,26,,панельна технологія,,50.448947817369906,30.48251936515055,вулиця Вʼячеслава Чорновола,,"Пропонується в оренду чудова 1 кім квартира в центрі. Квартира має функціональне планування з великою кухнею-студією та окремою спальнею. Стан ремонту хороший, квартира робилась для себе, простора та світла. Підігрів підлоги. Всі необхідні лічильники. Квартира повністю укомплектована необхідними меблями та технікою. Є холодильник, варильна панель, мікрохвильова піч, духова шафа, пральна машина, посуд. Новий будинок. Гарна локація в центрі міста. В кожній кімнаті встановлені кондиціонери. Ванна, душова кабіна, біде. Трійні склопакети, штори blackout."
https://lun.ua/realty/4684506065,15000,UAH,"вулиця Ревуцького, 17-Б",1,39,17,7,8,9,1988,цегляна технологія,централізоване опалення,50.41741180419922,30.646427154541016,Нова Дарниця,,Оренда однокімнатної Дарницький Ревуцького 17б 8 поверх Газова плита Гарний стан Вид у двір Бойлер Гардеробна Для однієї людини або пари. 15.000 + залоговий Комісія агентства
https://lun.ua/realty/4635942975,23000,UAH,"проспект Мартинова, 34",1,40,-,16,5,10,2024,цегляна технологія,індивідуальне опалення,50.3986918544814,30.398682065216665,,Комісія –50%,"У квартирі був виконаний якісний ремонт, використовуючи тільки високоякісні матеріали. Ремонт: Євроремонт. В квартирі є індивідуальне опалення та тепла підлога, що забезпечить комфортний клімат. Комунікації: Газ. Система опалення: Індивідуальне газове. Квартира комплектується новими меблями та побутовою технікою. Побутова техніка: Холодильник, Варильна панель, Мікрохвильова піч, Духова шафа, Пральна машина. Меблювання: З меблями. Комісія –50%%. Квартира готова до перегляду та заселення. Цей комплекс має закриту територію та цілодобове відеоспостереження для вашої безпеки. Він також має привабливий ландшафтний дизайн та розвинену інфраструктуру. Комфорт: Відеоспостереження, Кондиціонер, Ліфт, Підігрів підлоги, Меблі на кухні, Панорамні вікна, Охорона території, Душова кабіна. Поблизу розташовані дитячі садки, кафе, ресторани, безліч магазинів, спортивні майданчики та супермаркети. До станцій метро Житомирська та Теремки можна легко дістатися за 20 хвилин. Мультимедіа: Телевізор, Wi-Fi. Санвузол: Суміжний. Душова кабіна."
https://lun.ua/realty/4569061104,7800,UAH,"проспект Павла Тичини, 19",1,28,-,7,8,9,1969,панельна технологія,централізоване опалення,50.433131946078426,30.610896592642103,Дніпровський,,"Квартира чиста та охайна, в житловому стані. Санвузол роздільний. Балкон відсутній. В квартирі встановлені лічильники холодної та гарячої води, електроенергії. Система опалення централізована. Є газ, центральний водопровід, центральна каналізація, електрика, вивіз відходів. Кімната обладнана двома шафами, стелажами з полицями та двоярусним ліжком, письмовим столом. Кухня має кухонні меблі, газову плиту, холодильник та пральну машину. Тип будинку: Чешка. В будинку є ліфт. Розвинена інфраструктура: багато різних магазинів, поруч школа, дитячі садочки. Зручна транспортна розвязка."
https://lun.ua/realty/4580479237,12000,UAH,"Урлівська вулиця, 24",1,50,-,13,21,25,2012,утеплена панель,централізоване опалення,50.409116013873096,30.62169128930953,Позняки,,"Квартира має 1 кімнату та кухню площею 13 м2. Виконано косметичний ремонт. Санвузол оздоблений плиткою та має ванну. Балкон засклений. В будинку встановлені тепло лічильники, генератор та інвертор. Забезпечено централізоване опалення та гаряче водопостачання. Квартира здається з меблями. Наявна побутова техніка: холодильник, плита, пральна машина, кондиціонер. Ціна оренди становить 12000 грн. Будинок новобудови. Поруч розташовані зупинки громадського транспорту. В квартирі є швидкісний інтернет та Wi-Fi."
https://lun.ua/realty/4666376273,15500,UAH,"бульвар Вацлава Гавела, 57/38",1,32,18,8,4,5,1961,цегляна технологія,централізоване опалення,50.43656921386719,30.411893844604492,Відрадний,,"Пропонується квартира з газовою плитою, що є значною перевагою, є бойлер, духова шафа. Двоспальне ліжко з ортопедичними матрацами, є вбудована та вмістка шафа, також відкрита вішалка для верхнього одягу, тумба для взуття.Балкон засклений. У квартирі встановлені броньовані двері. Міжквартирні товсті стіни створюють шумоізоляцію. У дворі є місця для парковки. Зручне розташування , поряд зупинки швидкісного і звичайного трамваїв, автобусів і маршрутних таксі. Розвинена інфраструктура: парки, магазини, аптеки, лікарні, поліклініки, школи, дитячі сади, продуктовий ринок, діагностична лабораторія Діла. В будинку облаштоване укриття, також є поруч в будинку, є в школі (3хв. пішки), в лікарні / 5 хв.пішки/, до 2х хв. підземний перехід."
